Event_ID,Assignment_ID,Product_ID,Transport_ID,Dispatch_Window,Delivery_Window,Urgent_Flag,Event_Type,Event_Date
ASN-00561,ZONE-4::RACK-2::185::GJ23X8925,DIG-1574-B24-185,ZONE-4::RACK-4::185::GJ23X8925::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00562,ZONE-4::RACK-2::285::GJ09X8395,VIT-1575-B34-285,ZONE-4::RACK-3::285::GJ09X8395::General,2025-07-04,2025-07-07,0,Assigned,2025-06-25 14:19:16.863742
ASN-00563,ZONE-2::RACK-7::384::GJ12X1758,IMM-1576-B29-384,ZONE-2::RACK-3::384::GJ12X1758::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00564,ZONE-4::RACK-2::185::GJ27X3348,DIG-1577-B52-185,ZONE-4::RACK-6::185::GJ27X3348::General,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00565,ZONE-4::RACK-2::285::GJ25X9157,VIT-1578-B59-285,ZONE-4::RACK-6::285::GJ25X9157::General,2025-07-05,2025-07-09,1,Assigned,2025-06-26 14:19:16.863742
ASN-00566,ZONE-4::RACK-2::795::GJ09X7005,DEW-1579-B45-795,ZONE-4::RACK-9::795::GJ09X7005::General,2025-07-05,2025-07-09,0,Assigned,2025-06-24 14:19:16.863742
ASN-00567,ZONE-1::RACK-5::789::GJ12X2891,ANT-1580-B73-789,ZONE-1::RACK-4::789::GJ12X2891::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00568,ZONE-2::RACK-7::384::GJ20X7043,IMM-1581-B47-384,ZONE-2::RACK-2::384::GJ20X7043::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-00569,ZONE-4::RACK-3::795::GJ27X2754,DEW-1582-B97-795,ZONE-4::RACK-2::795::GJ27X2754::General,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00570,ZONE-4::RACK-3::434::GJ15X3297,SUP-1583-B64-434,ZONE-4::RACK-9::434::GJ15X3297::General,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00571,ZONE-4::RACK-3::434::GJ09X7005,SUP-1584-B30-434,ZONE-4::RACK-5::434::GJ09X7005::General,2025-07-04,2025-07-07,0,Assigned,2025-06-30 14:19:16.863742
ASN-00572,ZONE-4::RACK-3::185::GJ04X6241,DIG-1585-B86-185,ZONE-4::RACK-1::185::GJ04X6241::General,2025-07-04,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-00573,ZONE-3::RACK-4::854::GJ03X3136,TOP-1586-B45-854,ZONE-3::RACK-8::854::GJ03X3136::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-00574,ZONE-4::RACK-3::434::GJ29X6133,SUP-1588-B24-434,ZONE-4::RACK-8::434::GJ29X6133::General,2025-07-04,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00575,ZONE-4::RACK-4::795::GJ27X7409,DEW-1589-B97-795,ZONE-4::RACK-4::795::GJ27X7409::General,2025-07-05,2025-07-09,0,Assigned,2025-06-24 14:19:16.863742
ASN-00576,ZONE-2::RACK-7::384::GJ11X9382,IMM-1591-B52-384,ZONE-2::RACK-5::384::GJ11X9382::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
ASN-00577,ZONE-3::RACK-4::854::GJ05X8172,TOP-1592-B92-854,ZONE-3::RACK-2::854::GJ05X8172::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00578,ZONE-1::RACK-5::789::GJ01X1573,ANT-1593-B22-789,ZONE-1::RACK-5::789::GJ01X1573::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-00579,ZONE-2::RACK-8::384::GJ06X1549,IMM-1594-B69-384,ZONE-2::RACK-10::384::GJ06X1549::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-00580,ZONE-3::RACK-4::854::GJ28X9659,TOP-1595-B38-854,ZONE-3::RACK-1::854::GJ28X9659::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00581,ZONE-4::RACK-4::185::GJ21X5017,DIG-1596-B56-185,ZONE-4::RACK-5::185::GJ21X5017::General,2025-07-04,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-00582,ZONE-3::RACK-4::854::GJ28X7060,TOP-1597-B30-854,ZONE-3::RACK-10::854::GJ28X7060::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-25 14:19:16.863742
ASN-00583,ZONE-3::RACK-5::854::GJ10X5398,TOP-1598-B10-854,ZONE-3::RACK-4::854::GJ10X5398::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00584,ZONE-2::RACK-8::384::GJ15X4430,IMM-1599-B44-384,ZONE-2::RACK-6::384::GJ15X4430::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00585,ZONE-4::RACK-4::285::GJ26X6532,VIT-1600-B40-285,ZONE-4::RACK-8::285::GJ26X6532::General,2025-07-03,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00586,ZONE-1::RACK-6::789::GJ26X4353,ANT-1601-B38-789,ZONE-1::RACK-1::789::GJ26X4353::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00587,ZONE-1::RACK-6::789::GJ24X6673,ANT-1602-B54-789,ZONE-1::RACK-6::789::GJ24X6673::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00588,ZONE-1::RACK-6::789::GJ02X6383,ANT-1603-B17-789,ZONE-1::RACK-9::789::GJ02X6383::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-07-01 14:19:16.863742
ASN-00589,ZONE-2::RACK-8::384::GJ12X5063,IMM-1604-B57-384,ZONE-2::RACK-10::384::GJ12X5063::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-25 14:19:16.863742
ASN-00590,ZONE-1::RACK-6::789::GJ27X6555,ANT-1605-B74-789,ZONE-1::RACK-8::789::GJ27X6555::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-29 14:19:16.863742
ASN-00591,ZONE-4::RACK-4::434::GJ15X2791,SUP-1606-B14-434,ZONE-4::RACK-8::434::GJ15X2791::General,2025-07-03,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-00592,ZONE-1::RACK-6::295::GJ18X2499,ANT-1607-B76-295,ZONE-1::RACK-9::295::GJ18X2499::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-26 14:19:16.863742
ASN-00593,ZONE-4::RACK-4::285::GJ15X6806,VIT-1608-B53-285,ZONE-4::RACK-2::285::GJ15X6806::General,2025-07-03,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00594,ZONE-4::RACK-5::185::GJ29X6793,DIG-1609-B55-185,ZONE-4::RACK-8::185::GJ29X6793::General,2025-07-05,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-00595,ZONE-4::RACK-5::434::GJ22X5898,SUP-1610-B32-434,ZONE-4::RACK-3::434::GJ22X5898::General,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-00596,ZONE-4::RACK-5::185::GJ23X5465,DIG-1611-B37-185,ZONE-4::RACK-9::185::GJ23X5465::General,2025-07-03,2025-07-05,1,Assigned,2025-06-26 14:19:16.863742
ASN-00597,ZONE-4::RACK-5::795::GJ04X5804,DEW-1612-B92-795,ZONE-4::RACK-1::795::GJ04X5804::General,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-00598,ZONE-4::RACK-5::185::GJ07X3648,DIG-1613-B69-185,ZONE-4::RACK-9::185::GJ07X3648::General,2025-07-03,2025-07-07,0,Assigned,2025-06-25 14:19:16.863742
ASN-00599,ZONE-4::RACK-6::185::GJ10X5398,DIG-1614-B50-185,ZONE-4::RACK-10::185::GJ10X5398::General,2025-07-03,2025-07-06,0,Assigned,2025-06-30 14:19:16.863742
ASN-00600,ZONE-1::RACK-7::789::GJ27X7409,ANT-1615-B94-789,ZONE-1::RACK-8::789::GJ27X7409::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-00601,ZONE-1::RACK-7::789::GJ23X1698,ANT-1616-B88-789,ZONE-1::RACK-5::789::GJ23X1698::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00602,ZONE-4::RACK-6::185::GJ28X5690,DIG-1617-B21-185,ZONE-4::RACK-8::185::GJ28X5690::General,2025-07-03,2025-07-06,0,Assigned,2025-06-23 14:19:16.863742
ASN-00603,ZONE-4::RACK-6::185::GJ30X8944,DIG-1618-B30-185,ZONE-4::RACK-7::185::GJ30X8944::General,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00604,ZONE-4::RACK-6::795::GJ01X1085,DEW-1619-B98-795,ZONE-4::RACK-9::795::GJ01X1085::General,2025-07-04,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-00605,ZONE-4::RACK-6::185::GJ16X5496,DIG-1620-B57-185,ZONE-4::RACK-4::185::GJ16X5496::General,2025-07-05,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00606,ZONE-4::RACK-7::434::GJ05X6194,SUP-1621-B30-434,ZONE-4::RACK-6::434::GJ05X6194::General,2025-07-05,2025-07-08,0,Assigned,2025-06-23 14:19:16.863742
ASN-00607,ZONE-1::RACK-7::295::GJ16X7539,ANT-1622-B83-295,ZONE-1::RACK-6::295::GJ16X7539::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-00608,ZONE-4::RACK-7::434::GJ13X7840,SUP-1623-B72-434,ZONE-4::RACK-8::434::GJ13X7840::General,2025-07-03,2025-07-06,0,Assigned,2025-06-28 14:19:16.863742
ASN-00609,ZONE-1::RACK-7::295::GJ15X4384,ANT-1625-B20-295,ZONE-1::RACK-1::295::GJ15X4384::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00610,ZONE-2::RACK-8::384::GJ27X2754,IMM-1626-B18-384,ZONE-2::RACK-1::384::GJ27X2754::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00611,ZONE-1::RACK-7::295::GJ21X8382,ANT-1627-B66-295,ZONE-1::RACK-10::295::GJ21X8382::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00612,ZONE-4::RACK-7::185::GJ21X9440,DIG-1628-B69-185,ZONE-4::RACK-4::185::GJ21X9440::General,2025-07-03,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-00613,ZONE-1::RACK-8::789::GJ14X8855,ANT-1629-B21-789,ZONE-1::RACK-1::789::GJ14X8855::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00614,ZONE-3::RACK-5::854::GJ01X1085,TOP-1630-B11-854,ZONE-3::RACK-10::854::GJ01X1085::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-26 14:19:16.863742
ASN-00615,ZONE-4::RACK-7::285::GJ27X2754,VIT-1631-B14-285,ZONE-4::RACK-10::285::GJ27X2754::General,2025-07-05,2025-07-09,1,Assigned,2025-06-28 14:19:16.863742
ASN-00616,ZONE-4::RACK-8::795::GJ01X1085,DEW-1632-B95-795,ZONE-4::RACK-2::795::GJ01X1085::General,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00617,ZONE-4::RACK-8::434::GJ23X1668,SUP-1633-B24-434,ZONE-4::RACK-4::434::GJ23X1668::General,2025-07-04,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-00618,ZONE-4::RACK-8::185::GJ28X7060,DIG-1634-B59-185,ZONE-4::RACK-6::185::GJ28X7060::General,2025-07-05,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00619,ZONE-2::RACK-8::384::GJ28X5690,IMM-1635-B60-384,ZONE-2::RACK-10::384::GJ28X5690::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-00620,ZONE-2::RACK-9::384::GJ25X3449,IMM-1636-B65-384,ZONE-2::RACK-1::384::GJ25X3449::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-26 14:19:16.863742
ASN-00621,ZONE-1::RACK-8::789::GJ03X9079,ANT-1637-B60-789,ZONE-1::RACK-1::789::GJ03X9079::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-23 14:19:16.863742
ASN-00622,ZONE-4::RACK-8::795::GJ10X2304,DEW-1638-B64-795,ZONE-4::RACK-6::795::GJ10X2304::General,2025-07-04,2025-07-06,1,Assigned,2025-06-28 14:19:16.863742
ASN-00623,ZONE-4::RACK-8::285::GJ20X8820,VIT-1639-B28-285,ZONE-4::RACK-3::285::GJ20X8820::General,2025-07-03,2025-07-07,0,Assigned,2025-06-26 14:19:16.863742
ASN-00624,ZONE-1::RACK-8::789::GJ08X2500,ANT-1640-B39-789,ZONE-1::RACK-8::789::GJ08X2500::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00625,ZONE-1::RACK-8::789::GJ17X3593,ANT-1641-B98-789,ZONE-1::RACK-3::789::GJ17X3593::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-27 14:19:16.863742
ASN-00626,ZONE-4::RACK-9::285::GJ27X1769,VIT-1642-B26-285,ZONE-4::RACK-10::285::GJ27X1769::General,2025-07-04,2025-07-07,0,Assigned,2025-06-26 14:19:16.863742
ASN-00627,ZONE-4::RACK-9::185::GJ14X9412,DIG-1643-B41-185,ZONE-4::RACK-4::185::GJ14X9412::General,2025-07-03,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00628,ZONE-1::RACK-8::295::GJ07X8970,ANT-1644-B41-295,ZONE-1::RACK-3::295::GJ07X8970::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-00629,ZONE-4::RACK-9::434::GJ30X6044,SUP-1646-B89-434,ZONE-4::RACK-4::434::GJ30X6044::General,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00630,ZONE-3::RACK-5::854::GJ15X3465,TOP-1647-B76-854,ZONE-3::RACK-4::854::GJ15X3465::Specialised,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00631,ZONE-4::RACK-9::434::GJ11X5333,SUP-1648-B27-434,ZONE-4::RACK-4::434::GJ11X5333::General,2025-07-05,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00632,ZONE-1::RACK-9::295::GJ29X6133,ANT-1649-B73-295,ZONE-1::RACK-3::295::GJ29X6133::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00633,ZONE-2::RACK-9::384::GJ27X2754,IMM-1650-B15-384,ZONE-2::RACK-10::384::GJ27X2754::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00634,ZONE-3::RACK-5::854::GJ19X5382,TOP-1651-B27-854,ZONE-3::RACK-10::854::GJ19X5382::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-24 14:19:16.863742
ASN-00635,ZONE-1::RACK-9::789::GJ15X4723,ANT-1652-B84-789,ZONE-1::RACK-8::789::GJ15X4723::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00636,ZONE-1::RACK-9::295::GJ30X2371,ANT-1653-B80-295,ZONE-1::RACK-9::295::GJ30X2371::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00637,ZONE-4::RACK-10::434::GJ24X8239,SUP-1654-B69-434,ZONE-4::RACK-7::434::GJ24X8239::General,2025-07-05,2025-07-08,0,Assigned,2025-06-27 14:19:16.863742
ASN-00638,ZONE-4::RACK-10::285::GJ15X2791,VIT-1655-B60-285,ZONE-4::RACK-4::285::GJ15X2791::General,2025-07-03,2025-07-06,1,Assigned,2025-06-24 14:19:16.863742
ASN-00639,ZONE-2::RACK-9::384::GJ16X6108,IMM-1656-B70-384,ZONE-2::RACK-2::384::GJ16X6108::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00640,ZONE-4::RACK-10::795::GJ12X6087,DEW-1658-B23-795,ZONE-4::RACK-9::795::GJ12X6087::General,2025-07-03,2025-07-05,0,Assigned,2025-06-29 14:19:16.863742
ASN-00641,ZONE-4::RACK-10::285::GJ27X4732,VIT-1659-B27-285,ZONE-4::RACK-9::285::GJ27X4732::General,2025-07-03,2025-07-06,0,Assigned,2025-06-25 14:19:16.863742
ASN-00642,ZONE-4::RACK-1::434::GJ30X6044,SUP-1660-B31-434,ZONE-4::RACK-5::434::GJ30X6044::General,2025-07-04,2025-07-08,0,Assigned,2025-06-29 14:19:16.863742
ASN-00643,ZONE-4::RACK-1::185::GJ22X1394,DIG-1661-B56-185,ZONE-4::RACK-6::185::GJ22X1394::General,2025-07-05,2025-07-08,0,Assigned,2025-06-27 14:19:16.863742
ASN-00644,ZONE-2::RACK-9::384::GJ27X4504,IMM-1662-B76-384,ZONE-2::RACK-6::384::GJ27X4504::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-23 14:19:16.863742
ASN-00645,ZONE-1::RACK-9::295::GJ08X2500,ANT-1663-B60-295,ZONE-1::RACK-4::295::GJ08X2500::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00646,ZONE-1::RACK-9::789::GJ15X5149,ANT-1664-B65-789,ZONE-1::RACK-10::789::GJ15X5149::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-06-28 14:19:16.863742
ASN-00647,ZONE-1::RACK-10::789::GJ14X7289,ANT-1665-B55-789,ZONE-1::RACK-1::789::GJ14X7289::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-27 14:19:16.863742
ASN-00648,ZONE-4::RACK-1::434::GJ01X2039,SUP-1666-B67-434,ZONE-4::RACK-8::434::GJ01X2039::General,2025-07-04,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-00649,ZONE-4::RACK-1::434::GJ04X1613,SUP-1667-B91-434,ZONE-4::RACK-4::434::GJ04X1613::General,2025-07-05,2025-07-08,0,Assigned,2025-07-01 14:19:16.863742
ASN-00650,ZONE-3::RACK-5::854::GJ27X4558,TOP-1668-B73-854,ZONE-3::RACK-8::854::GJ27X4558::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-27 14:19:16.863742
ASN-00651,ZONE-4::RACK-1::185::GJ16X5358,DIG-1669-B22-185,ZONE-4::RACK-2::185::GJ16X5358::General,2025-07-03,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-00652,ZONE-1::RACK-10::295::GJ14X1053,ANT-1670-B57-295,ZONE-1::RACK-8::295::GJ14X1053::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-29 14:19:16.863742
ASN-00653,ZONE-3::RACK-6::854::GJ12X2891,TOP-1671-B89-854,ZONE-3::RACK-4::854::GJ12X2891::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00654,ZONE-4::RACK-2::795::GJ24X1949,DEW-1672-B16-795,ZONE-4::RACK-6::795::GJ24X1949::General,2025-07-03,2025-07-06,0,Assigned,2025-06-27 14:19:16.863742
ASN-00655,ZONE-4::RACK-2::795::GJ18X3994,DEW-1673-B96-795,ZONE-4::RACK-8::795::GJ18X3994::General,2025-07-03,2025-07-07,0,Assigned,2025-06-23 14:19:16.863742
ASN-00656,ZONE-4::RACK-2::434::GJ14X8889,SUP-1674-B84-434,ZONE-4::RACK-3::434::GJ14X8889::General,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
ASN-00657,ZONE-4::RACK-2::795::GJ06X9142,DEW-1675-B52-795,ZONE-4::RACK-5::795::GJ06X9142::General,2025-07-04,2025-07-07,0,Assigned,2025-06-25 14:19:16.863742
ASN-00658,ZONE-4::RACK-2::285::GJ19X5713,VIT-1676-B73-285,ZONE-4::RACK-2::285::GJ19X5713::General,2025-07-04,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00659,ZONE-4::RACK-3::185::GJ16X6108,DIG-1677-B72-185,ZONE-4::RACK-7::185::GJ16X6108::General,2025-07-04,2025-07-07,1,Assigned,2025-06-23 14:19:16.863742
ASN-00660,ZONE-1::RACK-10::295::GJ16X7961,ANT-1678-B68-295,ZONE-1::RACK-2::295::GJ16X7961::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-30 14:19:16.863742
ASN-00661,ZONE-4::RACK-3::795::GJ10X5398,DEW-1679-B52-795,ZONE-4::RACK-6::795::GJ10X5398::General,2025-07-03,2025-07-07,0,Assigned,2025-06-27 14:19:16.863742
ASN-00662,ZONE-1::RACK-10::789::GJ02X6383,ANT-1680-B23-789,ZONE-1::RACK-9::789::GJ02X6383::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-28 14:19:16.863742
ASN-00663,ZONE-4::RACK-3::185::GJ10X3428,DIG-1681-B44-185,ZONE-4::RACK-9::185::GJ10X3428::General,2025-07-05,2025-07-07,0,Assigned,2025-06-28 14:19:16.863742
ASN-00664,ZONE-2::RACK-9::384::GJ01X7726,IMM-1682-B27-384,ZONE-2::RACK-8::384::GJ01X7726::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00665,ZONE-2::RACK-10::384::GJ03X4858,IMM-1683-B13-384,ZONE-2::RACK-4::384::GJ03X4858::Specialised,2025-07-03,2025-07-05,1,Assigned,2025-07-01 14:19:16.863742
ASN-00666,ZONE-1::RACK-10::295::GJ07X3648,ANT-1684-B70-295,ZONE-1::RACK-4::295::GJ07X3648::Specialised,2025-07-04,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-00667,ZONE-2::RACK-10::384::GJ30X2371,IMM-1685-B17-384,ZONE-2::RACK-9::384::GJ30X2371::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00668,ZONE-2::RACK-10::384::GJ17X7384,IMM-1686-B56-384,ZONE-4::RACK-6::434::GJ17X7384::General,2025-07-05,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
ASN-00669,ZONE-4::RACK-3::185::GJ30X6985,DIG-1687-B92-185,ZONE-4::RACK-8::185::GJ30X6985::General,2025-07-05,2025-07-07,1,Assigned,2025-06-28 14:19:16.863742
ASN-00670,ZONE-3::RACK-6::854::GJ09X8395,TOP-1688-B67-854,ZONE-3::RACK-4::854::GJ09X8395::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-26 14:19:16.863742
ASN-00671,ZONE-4::RACK-3::185::GJ30X8944,DIG-1690-B16-185,ZONE-4::RACK-7::185::GJ30X8944::General,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-00672,ZONE-4::RACK-4::285::GJ23X5465,VIT-1691-B81-285,ZONE-4::RACK-4::285::GJ23X5465::General,2025-07-04,2025-07-06,1,Assigned,2025-06-30 14:19:16.863742
ASN-00673,ZONE-4::RACK-4::795::GJ14X8889,DEW-1692-B49-795,ZONE-4::RACK-2::795::GJ14X8889::General,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00674,ZONE-4::RACK-4::434::GJ10X3256,SUP-1693-B26-434,ZONE-4::RACK-7::434::GJ10X3256::General,2025-07-03,2025-07-07,0,Assigned,2025-06-24 14:19:16.863742
ASN-00675,ZONE-4::RACK-4::434::GJ09X8395,SUP-1694-B73-434,ZONE-4::RACK-5::434::GJ09X8395::General,2025-07-03,2025-07-07,0,Assigned,2025-06-29 14:19:16.863742
ASN-00676,ZONE-4::RACK-4::795::GJ16X7539,DEW-1695-B94-795,ZONE-4::RACK-10::795::GJ16X7539::General,2025-07-04,2025-07-07,1,Assigned,2025-06-24 14:19:16.863742
ASN-00677,ZONE-4::RACK-5::795::GJ27X8741,DEW-1696-B17-795,ZONE-4::RACK-9::795::GJ27X8741::General,2025-07-04,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00678,ZONE-4::RACK-5::185::GJ24X1949,DIG-1697-B69-185,ZONE-4::RACK-5::185::GJ24X1949::General,2025-07-05,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00679,ZONE-1::RACK-1::789::GJ05X8172,ANT-1698-B82-789,ZONE-1::RACK-2::789::GJ05X8172::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-25 14:19:16.863742
ASN-00680,ZONE-4::RACK-5::434::GJ10X5561,SUP-1699-B77-434,ZONE-4::RACK-7::434::GJ10X5561::General,2025-07-04,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00681,ZONE-2::RACK-10::384::GJ14X5845,IMM-1700-B90-384,ZONE-2::RACK-4::384::GJ14X5845::Specialised,2025-07-05,2025-07-07,1,Assigned,2025-06-29 14:19:16.863742
ASN-00682,ZONE-3::RACK-6::854::GJ15X2279,TOP-1701-B69-854,ZONE-3::RACK-9::854::GJ15X2279::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-29 14:19:16.863742
ASN-00683,ZONE-1::RACK-1::789::GJ02X6383,ANT-1702-B44-789,ZONE-1::RACK-9::789::GJ02X6383::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-06-29 14:19:16.863742
ASN-00684,ZONE-2::RACK-10::384::GJ23X4559,IMM-1703-B29-384,ZONE-2::RACK-3::384::GJ23X4559::Specialised,2025-07-03,2025-07-07,1,Assigned,2025-06-30 14:19:16.863742
ASN-00685,ZONE-4::RACK-5::185::GJ14X1705,DIG-1704-B64-185,ZONE-4::RACK-2::185::GJ14X1705::General,2025-07-04,2025-07-06,1,Assigned,2025-06-23 14:19:16.863742
ASN-00686,ZONE-1::RACK-1::789::GJ08X4506,ANT-1705-B71-789,ZONE-1::RACK-4::789::GJ08X4506::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-27 14:19:16.863742
ASN-00687,ZONE-1::RACK-1::295::GJ30X8944,ANT-1706-B60-295,ZONE-1::RACK-7::295::GJ30X8944::Specialised,2025-07-03,2025-07-06,1,Assigned,2025-07-01 14:19:16.863742
ASN-00688,ZONE-1::RACK-2::295::GJ21X7971,ANT-1707-B25-295,ZONE-1::RACK-1::295::GJ21X7971::Specialised,2025-07-05,2025-07-08,1,Assigned,2025-06-25 14:19:16.863742
ASN-00689,ZONE-3::RACK-6::854::GJ25X3449,TOP-1708-B21-854,ZONE-3::RACK-9::854::GJ25X3449::Specialised,2025-07-05,2025-07-09,1,Assigned,2025-06-24 14:19:16.863742
ASN-00690,ZONE-4::RACK-5::285::GJ05X8172,VIT-1709-B37-285,ZONE-4::RACK-9::285::GJ05X8172::General,2025-07-05,2025-07-08,1,Assigned,2025-07-01 14:19:16.863742
ASN-00691,ZONE-2::RACK-1::384::GJ28X9107,IMM-1710-B81-384,ZONE-2::RACK-3::384::GJ28X9107::Specialised,2025-07-04,2025-07-08,1,Assigned,2025-06-24 14:19:16.863742
ASN-00692,ZONE-4::RACK-6::185::GJ29X3199,DIG-1711-B95-185,ZONE-4::RACK-3::185::GJ29X3199::General,2025-07-04,2025-07-08,1,Assigned,2025-06-26 14:19:16.863742
